id,rna_value_breast,study_id,Log2FoldChangeValue,Contrast,Log_RNA_Value_Breast
ENSG00000106541,199.0,E-GEOD-7377,2.5,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',5.298317366548036
ENSG00000106541,199.0,E-GEOD-44408,-5.1,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.298317366548036
ENSG00000139278,945.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.852242569051878
ENSG00000139278,945.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',6.852242569051878
ENSG00000221829,520.0,,,,6.255750041753367
ENSG00000126749,569.0,,,,6.345636360828596
ENSG00000019485,756.0,E-GEOD-31138,-3.3,'invasive ductal carcinoma' vs 'normal',6.6293632534374485
ENSG00000160948,5037.0,,,,8.524764456912555
ENSG00000104332,7091.0,E-GEOD-38959,-1.8,'breast cancer; breast' vs 'normal; breast',8.866722667194098
ENSG00000104332,7091.0,E-GEOD-54002,-5.9,'breast cancer' vs 'normal',8.866722667194098
ENSG00000104332,7091.0,E-GEOD-10780,-3.0,'breast carcinoma' vs 'normal',8.866722667194098
ENSG00000104332,7091.0,E-MTAB-779,-3.0,'breast carcinoma' vs 'normal',8.866722667194098
ENSG00000197386,4159.0,,,,8.333270353255308
ENSG00000104388,6081.0,,,,8.71308886823731
ENSG00000175893,1429.0,,,,7.265429723253953
ENSG00000112081,13079.0,,,,9.47883962501119
ENSG00000021645,101.0,E-GEOD-20086,1.4,'breast cancer' vs 'normal',4.624972813284271
ENSG00000100324,1475.0,,,,7.297091005160418
ENSG00000135372,2537.0,,,,7.839131648274333
ENSG00000135486,29612.0,,,,10.295968733085997
ENSG00000088305,144.0,,,,4.976733742420574
ENSG00000127824,1204.0,E-MTAB-779,1.3,'breast carcinoma' vs 'normal',7.094234845924755
ENSG00000157106,7274.0,,,,8.892199092039693
ENSG00000143199,16.0,,,,2.833213344056216
ENSG00000183258,2687.0,,,,7.89655270164304
ENSG00000167105,12.0,,,,2.5649493574615367
ENSG00000100079,24.0,E-GEOD-44408,2.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',3.2188758248682006
ENSG00000169436,10.0,,,,2.3978952727983707
ENSG00000124164,2526.0,,,,7.834788107388194
ENSG00000145287,82.0,E-GEOD-44408,3.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.418840607796598
ENSG00000166557,1645.0,,,,7.406103381237015
ENSG00000119318,7006.0,,,,8.854664928370534
ENSG00000134644,5014.0,,,,8.520188700396035
ENSG00000221978,16184.0,,,,9.691840166360345
ENSG00000113810,756.0,E-GEOD-10780,1.3,'breast carcinoma' vs 'normal',6.6293632534374485
ENSG00000113810,756.0,E-GEOD-38959,2.0,'breast cancer; breast' vs 'normal; breast',6.6293632534374485
ENSG00000047457,412.0,E-GEOD-31138,2.1,'invasive ductal carcinoma' vs 'normal',6.023447592961033
ENSG00000047457,412.0,E-GEOD-38959,2.1,'breast cancer; breast' vs 'normal; breast',6.023447592961033
ENSG00000184916,2248.0,,,,7.718240951959316
ENSG00000116014,2.0,,,,1.0986122886681098
ENSG00000134256,38.0,,,,3.6635616461296463
ENSG00000180176,2.0,,,,1.0986122886681098
ENSG00000140905,736.0,,,,6.602587892189336
ENSG00000160789,19057.0,,,,9.855242239908133
ENSG00000112249,1560.0,,,,7.353081920515432
ENSG00000278705,1.0,E-GEOD-52194,9.0,'triple-negative breast cancer; breast carcinoma' vs 'normal',0.6931471805599453
ENSG00000278705,1.0,E-GEOD-52194,8.7,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',0.6931471805599453
ENSG00000278705,1.0,E-GEOD-52194,8.0,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',0.6931471805599453
ENSG00000137101,193.0,E-GEOD-44408,2.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.267858159063328
ENSG00000243649,282.0,,,,5.645446897643238
ENSG00000184640,9525.0,,,,9.161780181360806
ENSG00000244405,812.0,E-GEOD-54002,-1.9,'breast cancer' vs 'normal',6.70073110954781
ENSG00000147123,1915.0,,,,7.557994958530806
ENSG00000118245,3.0,,,,1.3862943611198906
ENSG00000095321,2872.0,,,,7.96311205897929
ENSG00000167588,13608.0,E-MTAB-779,-2.8,'breast carcinoma' vs 'normal',9.518486617560317
ENSG00000167588,13608.0,E-GEOD-10780,-1.8,'breast carcinoma' vs 'normal',9.518486617560317
ENSG00000130592,2857.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.957877358489813
ENSG00000146670,57.0,E-GEOD-54002,1.6,'breast cancer' vs 'normal',4.060443010546419
ENSG00000146670,57.0,E-MTAB-779,1.4,'breast carcinoma' vs 'normal',4.060443010546419
ENSG00000146670,57.0,E-GEOD-10780,1.2,'breast carcinoma' vs 'normal',4.060443010546419
ENSG00000146670,57.0,E-GEOD-38959,1.6,'breast cancer; breast' vs 'normal; breast',4.060443010546419
ENSG00000134882,2397.0,,,,7.7823903355874595
ENSG00000110375,4.0,,,,1.6094379124341003
ENSG00000173467,47.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',3.871201010907891
ENSG00000173467,47.0,E-GEOD-10780,1.3,'breast carcinoma' vs 'normal',3.871201010907891
ENSG00000173467,47.0,E-MTAB-779,2.0,'breast carcinoma' vs 'normal',3.871201010907891
ENSG00000163131,1657.0,E-GEOD-44408,1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.4133673356952405
ENSG00000118523,11187.0,E-GEOD-38959,1.2,'breast cancer; breast' vs 'normal; breast',9.32259705432185
ENSG00000148346,170.0,,,,5.14166355650266
ENSG00000172071,1132.0,,,,7.0326242610280065
ENSG00000062725,2089.0,,,,7.644919344958857
ENSG00000197451,3602.0,,,,8.189522110748094
ENSG00000138650,16.0,,,,2.833213344056216
ENSG00000063046,19695.0,,,,9.888170848424235
ENSG00000127955,1930.0,E-GEOD-54002,-2.6,'breast cancer' vs 'normal',7.565793282428515
ENSG00000127955,1930.0,E-GEOD-10780,-1.7,'breast carcinoma' vs 'normal',7.565793282428515
ENSG00000100060,1017.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.925595197110468
ENSG00000164466,905.0,,,,6.80903930604298
ENSG00000105229,1052.0,,,,6.959398512133975
ENSG00000131016,8796.0,E-GEOD-10780,-1.8,'breast carcinoma' vs 'normal',9.082166033252674
ENSG00000131016,8796.0,E-MTAB-779,-2.3,'breast carcinoma' vs 'normal',9.082166033252674
ENSG00000181019,1947.0,E-GEOD-7377,2.7,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.5745584842024805
ENSG00000181019,1947.0,E-GEOD-44408,-3.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.5745584842024805
ENSG00000180871,30.0,E-GEOD-44408,1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',3.4339872044851463
ENSG00000078808,6085.0,,,,8.713746330456916
ENSG00000111674,1460.0,,,,7.2868764117507
ENSG00000172020,10.0,,,,2.3978952727983707
ENSG00000155093,348.0,,,,5.855071922202427
ENSG00000104951,30.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',3.4339872044851463
ENSG00000104951,30.0,E-GEOD-38959,1.6,'breast cancer; breast' vs 'normal; breast',3.4339872044851463
ENSG00000133636,3.0,,,,1.3862943611198906
ENSG00000100298,17.0,,,,2.8903717578961645
ENSG00000118194,105.0,,,,4.663439094112067
ENSG00000159399,2826.0,,,,7.946971357693591
ENSG00000079263,69.0,E-GEOD-44408,2.9,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.248495242049359
ENSG00000005339,6657.0,,,,8.80357441813497
ENSG00000172349,1884.0,E-GEOD-44408,2.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.541683099882111
ENSG00000151239,2338.0,E-GEOD-44408,-1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.757478766584179
ENSG00000151239,2338.0,E-GEOD-7377,1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.757478766584179
ENSG00000164430,204.0,E-GEOD-38959,1.6,'breast cancer; breast' vs 'normal; breast',5.3230099791384085
ENSG00000170906,1118.0,,,,7.020190708311925
ENSG00000164867,1156.0,,,,7.053585727193677
ENSG00000204388,1313.0,E-GEOD-44408,-1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.1808311990445555
ENSG00000204388,1313.0,E-GEOD-52194,-5.5,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',7.1808311990445555
ENSG00000204388,1313.0,E-GEOD-31138,3.6,'invasive ductal carcinoma' vs 'normal',7.1808311990445555
ENSG00000204388,1313.0,E-GEOD-52194,-5.5,'triple-negative breast cancer; breast carcinoma' vs 'normal',7.1808311990445555
ENSG00000204388,1313.0,E-GEOD-52194,-5.2,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',7.1808311990445555
ENSG00000174482,2.0,,,,1.0986122886681098
ENSG00000065427,4939.0,,,,8.505120610181969
ENSG00000100292,884.0,E-GEOD-38959,1.4,'breast cancer; breast' vs 'normal; breast',6.785587645007929
ENSG00000049323,2227.0,E-GEOD-38959,1.4,'breast cancer; breast' vs 'normal; breast',7.708859601047175
ENSG00000165060,333.0,,,,5.811140992976701
ENSG00000178209,19571.0,,,,9.881855252409014
ENSG00000001617,2575.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.853993087224244
ENSG00000001617,2575.0,E-GEOD-44408,-1.9,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.853993087224244
ENSG00000130287,1.0,,,,0.6931471805599453
ENSG00000124181,6715.0,,,,8.812248018197431
ENSG00000107159,7.0,,,,2.0794415416798357
ENSG00000096696,3951.0,E-MTAB-779,1.4,'breast carcinoma' vs 'normal',8.281977058867758
ENSG00000096696,3951.0,E-GEOD-44408,-2.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.281977058867758
ENSG00000078140,2914.0,,,,7.977625098784593
ENSG00000185585,1931.0,E-GEOD-10780,-1.3,'breast carcinoma' vs 'normal',7.566311014772463
ENSG00000185585,1931.0,E-GEOD-31138,2.8,'invasive ductal carcinoma' vs 'normal',7.566311014772463
ENSG00000148120,1188.0,,,,7.080867896690782
ENSG00000120251,32.0,,,,3.4965075614664802
ENSG00000088826,337.0,,,,5.823045895483019
ENSG00000101856,4739.0,,,,8.463792414689122
ENSG00000147647,15.0,,,,2.772588722239781
ENSG00000146469,62.0,E-GEOD-31138,-2.6,'invasive ductal carcinoma' vs 'normal',4.143134726391533
ENSG00000085465,276.0,,,,5.6240175061873385
ENSG00000101109,1674.0,E-GEOD-44408,1.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.423568444259167
ENSG00000001626,42.0,,,,3.7612001156935624
ENSG00000241058,591.0,,,,6.3835066348840055
ENSG00000151623,747.0,E-GEOD-54002,-3.5,'breast cancer' vs 'normal',6.617402977974478
ENSG00000151623,747.0,E-GEOD-10780,-1.8,'breast carcinoma' vs 'normal',6.617402977974478
ENSG00000197405,598.0,,,,6.395261598115449
ENSG00000115657,357.0,,,,5.8805329864007
ENSG00000169612,538.0,,,,6.289715570908998
ENSG00000196549,4933.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',8.503905297089302
ENSG00000196549,4933.0,E-MTAB-779,-1.8,'breast carcinoma' vs 'normal',8.503905297089302
ENSG00000196549,4933.0,E-GEOD-54002,-3.6,'breast cancer' vs 'normal',8.503905297089302
ENSG00000196549,4933.0,E-GEOD-10780,-1.8,'breast carcinoma' vs 'normal',8.503905297089302
ENSG00000095303,473.0,,,,6.161207321695077
ENSG00000168679,337.0,E-GEOD-54002,-1.9,'breast cancer' vs 'normal',5.823045895483019
ENSG00000123080,1358.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',7.214504414151143
ENSG00000123080,1358.0,E-MTAB-779,-1.7,'breast carcinoma' vs 'normal',7.214504414151143
ENSG00000123080,1358.0,E-GEOD-38959,1.7,'breast cancer; breast' vs 'normal; breast',7.214504414151143
ENSG00000123080,1358.0,E-GEOD-7377,-1.5,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.214504414151143
ENSG00000164362,0.0,,,,0.0
ENSG00000086159,21.0,,,,3.091042453358316
ENSG00000163520,11101.0,E-GEOD-54002,1.5,'breast cancer' vs 'normal',9.314880551250107
ENSG00000028277,176.0,,,,5.176149732573829
ENSG00000099917,5647.0,,,,8.639056779173078
ENSG00000176788,829.0,E-GEOD-54002,1.5,'breast cancer' vs 'normal',6.721425700790643
ENSG00000166405,638.0,E-GEOD-38959,-2.4,'breast cancer; breast' vs 'normal; breast',6.459904454377535
ENSG00000163629,1606.0,,,,7.382124365737512
ENSG00000143184,7.0,,,,2.0794415416798357
ENSG00000123454,10.0,,,,2.3978952727983707
ENSG00000141101,1391.0,,,,7.238496840894365
ENSG00000139572,14.0,,,,2.70805020110221
ENSG00000138119,9883.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',9.1986725671085
ENSG00000138119,9883.0,E-GEOD-44408,-2.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',9.1986725671085
ENSG00000128655,110.0,,,,4.709530201312334
ENSG00000140678,590.0,,,,6.3818160174060985
ENSG00000108984,245.0,,,,5.5053315359323625
ENSG00000077009,8.0,,,,2.1972245773362196
ENSG00000197111,12438.0,,,,9.428591977209965
ENSG00000133422,1922.0,,,,7.56164174558878
ENSG00000187109,18216.0,,,,9.81011050303083
ENSG00000198053,4989.0,E-GEOD-54002,-1.7,'breast cancer' vs 'normal',8.515191188745565
ENSG00000198053,4989.0,E-GEOD-7377,-1.6,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.515191188745565
ENSG00000143367,680.0,E-GEOD-44408,-3.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.523562306149512
ENSG00000161217,3766.0,,,,8.23403420769204
ENSG00000106348,3647.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.201934351194222
ENSG00000007350,14.0,,,,2.70805020110221
ENSG00000132356,5248.0,,,,8.5657928612523
ENSG00000184113,10180.0,E-GEOD-44408,1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',9.228278517107196
ENSG00000184113,10180.0,E-GEOD-10780,-1.3,'breast carcinoma' vs 'normal',9.228278517107196
ENSG00000184113,10180.0,E-MTAB-779,-2.7,'breast carcinoma' vs 'normal',9.228278517107196
ENSG00000100348,2663.0,,,,7.88758403166028
ENSG00000128965,37.0,,,,3.6375861597263857
ENSG00000122359,12543.0,,,,9.436997742590188
ENSG00000197702,5038.0,E-GEOD-44408,-1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.524962928680598
ENSG00000211445,103947.0,E-GEOD-10780,-1.6,'breast carcinoma' vs 'normal',11.551646053081827
ENSG00000211445,103947.0,E-MTAB-779,-1.9,'breast carcinoma' vs 'normal',11.551646053081827
ENSG00000078900,56.0,,,,4.04305126783455
ENSG00000140511,1413.0,,,,7.254177846456518
ENSG00000100325,3230.0,,,,8.080546965824498
ENSG00000128567,5272.0,E-GEOD-54002,-1.7,'breast cancer' vs 'normal',8.57035473953047
ENSG00000137941,489.0,,,,6.194405391104672
ENSG00000156711,1685.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.430114138561801
ENSG00000101190,568.0,,,,6.343880434126331
ENSG00000116329,19.0,E-GEOD-52194,5.0,'triple-negative breast cancer; breast carcinoma' vs 'normal',2.995732273553991
ENSG00000116329,19.0,E-GEOD-52194,5.4,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',2.995732273553991
ENSG00000172403,10667.0,E-MTAB-779,-1.3,'breast carcinoma' vs 'normal',9.275003885301905
ENSG00000172403,10667.0,E-GEOD-54002,-3.0,'breast cancer' vs 'normal',9.275003885301905
ENSG00000172403,10667.0,E-GEOD-10780,-2.0,'breast carcinoma' vs 'normal',9.275003885301905
ENSG00000171368,342.0,E-GEOD-54002,-2.2,'breast cancer' vs 'normal',5.8377304471659395
ENSG00000112419,1495.0,E-GEOD-7377,-1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.310550158534422
ENSG00000162231,7640.0,,,,8.941283763647567
ENSG00000175535,63.0,,,,4.1588830833596715
ENSG00000169564,6741.0,,,,8.816111895794005
ENSG00000160801,705.0,,,,6.559615237493242
ENSG00000165660,870.0,,,,6.769641976852503
ENSG00000105289,315.0,E-GEOD-44408,-1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.755742213586912
ENSG00000169967,3189.0,,,,8.06777619577889
ENSG00000146648,5853.0,E-GEOD-10780,-2.2,'breast carcinoma' vs 'normal',8.674880467251832
ENSG00000146648,5853.0,E-GEOD-36765,-1.7,'breast carcinoma' vs 'normal' in 'peripheral blood',8.674880467251832
ENSG00000159307,204.0,,,,5.3230099791384085
ENSG00000167757,42.0,,,,3.7612001156935624
ENSG00000182583,0.0,,,,0.0
ENSG00000111666,3825.0,,,,8.249575150000199
ENSG00000079308,33472.0,E-GEOD-10780,-1.9,'breast carcinoma' vs 'normal',10.41849442269534
ENSG00000168569,468.0,,,,6.150602768446279
ENSG00000184207,604.0,E-GEOD-54002,1.5,'breast cancer' vs 'normal',6.405228458030842
ENSG00000139687,2028.0,,,,7.615298339825815
ENSG00000084674,131.0,,,,4.882801922586371
ENSG00000174744,1440.0,,,,7.273092595999522
ENSG00000049541,767.0,,,,6.643789733147672
ENSG00000143556,3.0,,,,1.3862943611198906
ENSG00000181433,0.0,,,,0.0
ENSG00000113851,2376.0,,,,7.773594467360194
ENSG00000173372,1596.0,,,,7.3758821482150125
ENSG00000100983,1500.0,,,,7.313886831633462
ENSG00000100652,4.0,,,,1.6094379124341003
ENSG00000196136,169.0,E-GEOD-52194,-4.8,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',5.135798437050262
ENSG00000196136,169.0,E-GEOD-52194,-5.1,'triple-negative breast cancer; breast carcinoma' vs 'normal',5.135798437050262
ENSG00000196136,169.0,E-GEOD-52194,-5.3,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',5.135798437050262
ENSG00000028528,7612.0,,,,8.937612591306213
ENSG00000131236,11770.0,,,,9.37339415841248
ENSG00000101439,19223.0,,,,9.863914777416305
ENSG00000107611,332.0,,,,5.808142489980444
ENSG00000152700,2641.0,E-GEOD-31138,1.8,'invasive ductal carcinoma' vs 'normal',7.879291485082271
ENSG00000175634,1849.0,,,,7.52294091807237
ENSG00000167037,156.0,,,,5.056245805348308
ENSG00000105197,1810.0,,,,7.501634457883413
ENSG00000108771,845.0,,,,6.740519359606223
ENSG00000198400,42.0,,,,3.7612001156935624
ENSG00000047365,441.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.091309882077698
ENSG00000163631,108.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',4.6913478822291435
ENSG00000163631,108.0,E-GEOD-54002,-3.2,'breast cancer' vs 'normal',4.6913478822291435
ENSG00000115392,541.0,,,,6.295266001439646
ENSG00000111726,1257.0,,,,7.1372784372603855
ENSG00000183765,283.0,,,,5.648974238161206
ENSG00000168496,358.0,E-GEOD-31138,2.3,'invasive ductal carcinoma' vs 'normal',5.883322388488279
ENSG00000111596,3179.0,,,,8.064636475774222
ENSG00000164924,18637.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',9.8329577863456
ENSG00000127951,2305.0,E-GEOD-44408,1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.743269700829004
ENSG00000121989,936.0,,,,6.842683282238422
ENSG00000105379,1799.0,,,,7.495541943884256
ENSG00000164588,7.0,,,,2.0794415416798357
ENSG00000108819,2821.0,,,,7.945201132412759
ENSG00000169169,214.0,,,,5.3706380281276624
ENSG00000173369,2282.0,,,,7.733245646529795
ENSG00000019991,636.0,E-GEOD-31138,-2.2,'invasive ductal carcinoma' vs 'normal',6.456769655572163
ENSG00000144468,1132.0,,,,7.0326242610280065
ENSG00000216490,57.0,,,,4.060443010546419
ENSG00000107581,11782.0,,,,9.37441309371334
ENSG00000166263,480.0,,,,6.175867270105761
ENSG00000173110,185.0,,,,5.225746673713202
ENSG00000177283,433.0,,,,6.073044534100405
ENSG00000155760,1401.0,E-GEOD-54002,-2.7,'breast cancer' vs 'normal',7.2456550675945355
ENSG00000155760,1401.0,E-GEOD-10780,-1.5,'breast carcinoma' vs 'normal',7.2456550675945355
ENSG00000049192,127.0,,,,4.852030263919617
ENSG00000113790,314.0,,,,5.752572638825633
ENSG00000168398,521.0,,,,6.257667587882639
ENSG00000108312,4623.0,,,,8.439015410352214
ENSG00000127603,12995.0,,,,9.472396896788991
ENSG00000124126,3488.0,E-GEOD-7377,1.6,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.157370441186774
ENSG00000164107,323.0,,,,5.780743515792329
ENSG00000135476,78.0,E-GEOD-54002,1.9,'breast cancer' vs 'normal',4.3694478524670215
ENSG00000179909,304.0,E-GEOD-38959,-2.0,'breast cancer; breast' vs 'normal; breast',5.720311776607412
ENSG00000125952,3124.0,,,,8.047189562170502
ENSG00000159339,22.0,,,,3.1354942159291497
ENSG00000189159,638.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',6.459904454377535
ENSG00000189159,638.0,E-GEOD-54002,2.3,'breast cancer' vs 'normal',6.459904454377535
ENSG00000189159,638.0,E-GEOD-10780,1.8,'breast carcinoma' vs 'normal',6.459904454377535
ENSG00000189159,638.0,E-GEOD-38959,2.2,'breast cancer; breast' vs 'normal; breast',6.459904454377535
ENSG00000025434,3238.0,,,,8.08301991917133
ENSG00000175806,801.0,,,,6.687108607866515
ENSG00000156026,990.0,,,,6.898714534329988
ENSG00000120798,1678.0,,,,7.425953657077541
ENSG00000078725,33.0,E-GEOD-54002,-1.7,'breast cancer' vs 'normal',3.5263605246161616
ENSG00000078725,33.0,E-GEOD-20086,-1.1,'breast cancer' vs 'normal',3.5263605246161616
ENSG00000078725,33.0,E-GEOD-52194,-5.6,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',3.5263605246161616
ENSG00000189067,6960.0,,,,8.848078421168667
ENSG00000025156,792.0,,,,6.675823221634848
ENSG00000171551,62.0,E-GEOD-52194,-5.1,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',4.143134726391533
ENSG00000105393,1278.0,,,,7.153833801578843
ENSG00000104290,369.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',5.91350300563827
ENSG00000136960,6237.0,E-MTAB-779,-1.9,'breast carcinoma' vs 'normal',8.738414897167749
ENSG00000136960,6237.0,E-GEOD-44408,2.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.738414897167749
ENSG00000136960,6237.0,E-GEOD-10780,-1.9,'breast carcinoma' vs 'normal',8.738414897167749
ENSG00000136960,6237.0,E-GEOD-7377,-1.7,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.738414897167749
ENSG00000129083,5203.0,,,,8.557182839632397
ENSG00000167642,2341.0,E-GEOD-44408,-1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.758760544157663
ENSG00000167642,2341.0,E-MTAB-779,1.7,'breast carcinoma' vs 'normal',7.758760544157663
ENSG00000167642,2341.0,E-GEOD-7377,1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.758760544157663
ENSG00000141424,3289.0,E-GEOD-38959,-1.1,'breast cancer; breast' vs 'normal; breast',8.098642843759418
ENSG00000141424,3289.0,E-MTAB-779,1.4,'breast carcinoma' vs 'normal',8.098642843759418
ENSG00000141424,3289.0,E-GEOD-44408,-1.9,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.098642843759418
ENSG00000141424,3289.0,E-GEOD-7377,1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.098642843759418
ENSG00000141424,3289.0,E-GEOD-31138,2.9,'invasive ductal carcinoma' vs 'normal',8.098642843759418
ENSG00000156515,5673.0,,,,8.643649615368796
ENSG00000180644,222.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.407171771460119
ENSG00000102001,78.0,,,,4.3694478524670215
ENSG00000163132,515.0,,,,6.246106765481563
ENSG00000196937,2139.0,E-GEOD-31138,1.9,'invasive ductal carcinoma' vs 'normal',7.668561108015897
ENSG00000139318,2895.0,E-GEOD-38959,-1.1,'breast cancer; breast' vs 'normal; breast',7.971085753505607
ENSG00000139318,2895.0,E-GEOD-54002,-2.0,'breast cancer' vs 'normal',7.971085753505607
ENSG00000139318,2895.0,E-GEOD-10780,-1.5,'breast carcinoma' vs 'normal',7.971085753505607
ENSG00000107263,5393.0,,,,8.593042503699674
ENSG00000131018,5626.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.635331719433278
ENSG00000110422,9829.0,E-GEOD-44408,1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',9.193194213141211
ENSG00000115252,316.0,E-GEOD-20086,-2.3,'breast cancer' vs 'normal',5.75890177387728
ENSG00000164032,3199.0,E-GEOD-10780,1.2,'breast carcinoma' vs 'normal',8.070906088787819
ENSG00000164032,3199.0,E-GEOD-38959,1.7,'breast cancer; breast' vs 'normal; breast',8.070906088787819
ENSG00000164032,3199.0,E-GEOD-31138,4.8,'invasive ductal carcinoma' vs 'normal',8.070906088787819
ENSG00000102572,3062.0,,,,8.027150106832774
ENSG00000107731,384.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',5.953243334287785
ENSG00000106819,371.0,E-GEOD-31138,2.5,'invasive ductal carcinoma' vs 'normal',5.918893854273146
ENSG00000106819,371.0,E-GEOD-10780,1.4,'breast carcinoma' vs 'normal',5.918893854273146
ENSG00000106819,371.0,E-GEOD-44408,-2.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.918893854273146
ENSG00000106819,371.0,E-GEOD-54002,4.4,'breast cancer' vs 'normal',5.918893854273146
ENSG00000107771,2208.0,,,,7.700295203420117
ENSG00000166147,7107.0,E-GEOD-54002,2.1,'breast cancer' vs 'normal',8.868976189274543
ENSG00000070404,3478.0,,,,8.154500175151941
ENSG00000145632,2617.0,E-GEOD-31138,2.9,'invasive ductal carcinoma' vs 'normal',7.870165946469845
ENSG00000145632,2617.0,E-GEOD-38959,-1.9,'breast cancer; breast' vs 'normal; breast',7.870165946469845
ENSG00000085978,1762.0,,,,7.47477218239787
ENSG00000095970,67.0,E-GEOD-44408,-1.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.219507705176107
ENSG00000100033,308.0,,,,5.733341276897746
ENSG00000115414,14927.0,E-GEOD-44408,-2.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',9.610993923087126
ENSG00000115414,14927.0,E-GEOD-54002,5.0,'breast cancer' vs 'normal',9.610993923087126
ENSG00000115414,14927.0,E-GEOD-10780,1.9,'breast carcinoma' vs 'normal',9.610993923087126
